Sham,HS2W,HS6W,HS10W
0.3421698649005549,,,0.4285038293695998
0.2820477704530901,,,0.3294856636907406
0.1667421297041225,,,0.6127002360544819
0.2698240072912443,,,0.5826399980928315
0.4704068012885499,,,0.6523631262728263
0.3035291812117082,,,1.0837941130835718
0.2258974543811066,,,0.4020753498521329
0.1523894502376948,,,0.7374187657768946
0.1566244931792041,,,0.661086776732931
0.4711336643800553,,,0.9202204414970372
0.5032625479546319,,,0.2664877466884167
0.596621254246569,,,0.4737421471236916
0.0935016362786348,,,0.0389844866108592
0.0883916620722518,,,0.0216569030128916
0.0555855294152402,,,0.064959997492497
0.0666044392412472,,,0.4784856984753944
0.0579943425927021,,,0.2350572885922293
0.0447516002945675,,,0.1472103288248693
,,,0.2869983672503913
,,,1.0632241579522372
,,,0.4198540857596806
,,,1.0735785327915848
,,,0.3675130205824249
,,,1.96223586405656
,,,0.6774826034545203
,,,0.3298463644223184
,,,0.365122408301382
,,,0.4940607506464476
,,,0.4736464885560972
,,,0.2955297634598999
,,,1.0230981572127384
,,,0.3399314167945598
,,,0.4652667038111522
,,,0.5142911934170726
,,,0.6871349476758336
,,,0.5030621864264158
