Group,Sample,Tissue_Area_um2,Collagen_Area_um2,CVF_Percent
SS10W,ss10w-6_mt_2.jpg,166862.32444151197,5231.35073993779,3.1351299686415826
SS10W,ss10w-6_mt_3.jpg,170832.87774531063,4341.700443020079,2.5414899639476793
SS10W,ss10w-6_mt_4.jpg,171240.92751437463,5170.440192289567,3.01939511035149
SS10W,ss10w-6_mt_5.jpg,170008.37967763224,6360.571213120937,3.7413280599354994
SS10W,ss10w-6_mt_6.jpg,156812.93241587337,9666.962013384864,6.164645902895142
GAE9,hs10wgae9-1_mt_1.jpg,161340.58817984734,11140.43736450184,6.904919270582754
GAE9,hs10wgae9-1_mt_2.jpg,164189.7257045905,8720.55801677821,5.311269008676099
GAE9,hs10wgae9-1_mt_3.jpg,158163.568668112,10756.480346875298,6.800858400866339
GAE9,hs10wgae9-1_mt_4.jpg,164303.3179376002,10389.40522198134,6.323308227973261
GAE9,hs10wgae9-1_mt_5.jpg,159891.71458195875,12851.616551984169,8.03770013073227
GAE9,hs10wgae9-1_mt_6.jpg,166148.19492883407,8142.501649542844,4.90074638068172
GAE9,hs10wgae9-2_mt_1.jpg,152083.88160995385,25809.020642850417,16.97025376367118
GAE9,hs10wgae9-2_mt_2.jpg,160892.83627109064,17147.337166556703,10.657613827917677
GAE9,hs10wgae9-2_mt_3.jpg,154826.46809312853,29162.5789424074,18.835654718201045
GAE9,hs10wgae9-2_mt_4.jpg,155830.13479121504,21443.566782920167,13.760860061919841
GAE9,hs10wgae9-2_mt_5.jpg,154002.64869450472,21714.695070223403,14.100208830368155
GAE9,hs10wgae9-2_mt_6.jpg,168000.62211330008,17583.12753322651,10.46610858462679
GAE9,hs10wgae9-3_mt_1.jpg,174399.36846074092,7613.224620605149,4.365396897821315
GAE9,hs10wgae9-3_mt_2.jpg,176816.10896408715,10456.254123857105,5.913632069564917
GAE9,hs10wgae9-3_mt_3.jpg,175943.5950607975,9357.91309265718,5.318700626427205
GAE9,hs10wgae9-3_mt_4.jpg,161991.94080497694,14503.072862663781,8.952959505636219
GAE9,hs10wgae9-3_mt_5.jpg,165414.21434630977,12288.660571213124,7.429023327756881
GAE9,hs10wgae9-3_mt_6.jpg,165598.89716278636,17926.53407484212,10.825273828496606
GAE9,hs10wgae9-4_mt_1.jpg,170515.85446319167,6068.404185125838,3.558850409676005
GAE9,hs10wgae9-4_mt_2.jpg,154351.14525402963,11600.150815345465,7.515429053833095
GAE9,hs10wgae9-4_mt_3.jpg,157981.26119332647,8403.195400131966,5.319108947895232
GAE9,hs10wgae9-4_mt_4.jpg,168912.3291544915,4553.021019888775,2.6954935987677167
