Sham,AP,AP-GiNV
2.9648953026115343,2.5337289356750867,1.498546876823958
2.903930819536934,1.847555422543468,2.5004359984137987
2.935143831202915,1.883196222378785,3.1591294531129694
2.697593139642255,2.2514681209205523,2.8361858295439686
2.6097258151708616,1.9815082670099555,2.8789964922774915
3.0370576961486027,1.9594853949076159,3.215925288875447
